product_id,product_name,category,segment
143,DragonWear UR-14,Streetwear,Standard
144,DragonWear UR-15,Streetwear,Standard
150,DragonWear UR-21,Streetwear,Standard
155,DragonWear UR-26,Streetwear,Standard
160,DragonWear UR-31,Streetwear,Standard
163,DragonWear UR-34,Streetwear,Standard
164,DragonWear UR-35,Streetwear,Standard
165,DragonWear UR-36,Streetwear,Standard
170,DragonWear UR-41,Streetwear,Standard
173,DragonWear UE-01,Streetwear,Performance
174,DragonWear UE-02,Streetwear,Performance
175,DragonWear UE-03,Streetwear,Performance
176,DragonWear UE-04,Streetwear,Performance
177,DragonWear UE-05,Streetwear,Performance
178,DragonWear UE-06,Streetwear,Performance
180,DragonWear UE-08,Streetwear,Performance
181,DragonWear UE-09,Streetwear,Performance
182,DragonWear UE-10,Streetwear,Performance
183,DragonWear UE-11,Streetwear,Performance
185,DragonWear UE-13,Streetwear,Performance
187,DragonWear UE-15,Streetwear,Performance
188,DragonWear UE-16,Streetwear,Performance
189,DragonWear UC-01,Streetwear,Everyday
190,DragonWear UC-02,Streetwear,Everyday
191,DragonWear UC-03,Streetwear,Everyday
193,DragonWear UC-05,Streetwear,Everyday
195,DragonWear UC-07,Streetwear,Everyday
196,DragonWear UC-08,Streetwear,Everyday
197,DragonWear YY-01,GenZ,Trendy
198,DragonWear YY-02,GenZ,Trendy
200,IndigoViet UM-02,Streetwear,Balanced
201,IndigoViet UM-03,Streetwear,Balanced
202,IndigoViet UM-04,Streetwear,Balanced
204,IndigoViet UM-06,Streetwear,Balanced
205,IndigoViet UM-07,Streetwear,Balanced
206,IndigoViet UM-08,Streetwear,Balanced
207,IndigoViet UM-09,Streetwear,Balanced
210,IndigoViet UM-12,Streetwear,Balanced
223,LotusWear UM-01,Streetwear,Balanced
224,LotusWear UM-02,Streetwear,Balanced
225,LotusWear UM-03,Streetwear,Balanced
226,LotusWear UM-04,Streetwear,Balanced
227,LotusWear UM-05,Streetwear,Balanced
228,LotusWear UM-06,Streetwear,Balanced
229,LotusWear UR-01,Streetwear,Standard
230,LotusWear UR-02,Streetwear,Standard
231,LotusWear UR-03,Streetwear,Standard
233,LotusWear UR-05,Streetwear,Standard
234,LotusWear UR-06,Streetwear,Standard
235,LotusWear UR-07,Streetwear,Standard
236,LotusWear UR-08,Streetwear,Standard
237,LotusWear UR-09,Streetwear,Standard
238,LotusWear UR-10,Streetwear,Standard
239,LotusWear UR-11,Streetwear,Standard
240,LotusWear UR-12,Streetwear,Standard
241,LotusWear UR-13,Streetwear,Standard
242,LotusWear UR-14,Streetwear,Standard
243,LotusWear UR-15,Streetwear,Standard
244,LotusWear UR-16,Streetwear,Standard
246,LotusWear UR-18,Streetwear,Standard
247,LotusWear UR-19,Streetwear,Standard
248,LotusWear UR-20,Streetwear,Standard
249,LotusWear UR-21,Streetwear,Standard
250,LotusWear UR-22,Streetwear,Standard
251,LotusWear UR-23,Streetwear,Standard
252,LotusWear UR-24,Streetwear,Standard
253,LotusWear UR-25,Streetwear,Standard
256,LotusWear UR-28,Streetwear,Standard
257,LotusWear UR-29,Streetwear,Standard
258,LotusWear UR-30,Streetwear,Standard
259,LotusWear UR-31,Streetwear,Standard
260,LotusWear UR-32,Streetwear,Standard
261,LotusWear UR-33,Streetwear,Standard
262,LotusWear UR-34,Streetwear,Standard
264,LotusWear UR-36,Streetwear,Standard
267,LotusWear UR-39,Streetwear,Standard
269,LotusWear UR-41,Streetwear,Standard
270,LotusWear UR-42,Streetwear,Standard
271,LotusWear UR-43,Streetwear,Standard
272,LotusWear UR-44,Streetwear,Standard
273,LotusWear UR-45,Streetwear,Standard
274,LotusWear UR-46,Streetwear,Standard
275,LotusWear UR-47,Streetwear,Standard
276,LotusWear UR-48,Streetwear,Standard
277,LotusWear UR-49,Streetwear,Standard
278,LotusWear UR-50,Streetwear,Standard
279,LotusWear UR-51,Streetwear,Standard
280,LotusWear UE-01,Streetwear,Performance
281,LotusWear UE-02,Streetwear,Performance
282,LotusWear UE-03,Streetwear,Performance
289,LotusWear UE-10,Streetwear,Performance
291,LotusWear UE-12,Streetwear,Performance
292,LotusWear UE-13,Streetwear,Performance
294,LotusWear UE-15,Streetwear,Performance
295,LotusWear UE-16,Streetwear,Performance
296,LotusWear UE-17,Streetwear,Performance
297,LotusWear UE-18,Streetwear,Performance
299,LotusWear UE-20,Streetwear,Performance
300,LotusWear UE-21,Streetwear,Performance
304,LotusWear UE-25,Streetwear,Performance
305,LotusWear UE-26,Streetwear,Performance
306,LotusWear UE-27,Streetwear,Performance
307,LotusWear UE-28,Streetwear,Performance
308,LotusWear UE-29,Streetwear,Performance
310,LotusWear UE-31,Streetwear,Performance
311,LotusWear UE-32,Streetwear,Performance
312,LotusWear UE-33,Streetwear,Performance
313,LotusWear UE-34,Streetwear,Performance
318,LotusWear UE-39,Streetwear,Performance
319,LotusWear UE-40,Streetwear,Performance
321,LotusWear UE-42,Streetwear,Performance
322,LotusWear UE-43,Streetwear,Performance
323,LotusWear UE-44,Streetwear,Performance
324,LotusWear UE-45,Streetwear,Performance
325,LotusWear UE-46,Streetwear,Performance
326,LotusWear UE-47,Streetwear,Performance
327,LotusWear UE-48,Streetwear,Performance
330,LotusWear UE-51,Streetwear,Performance
331,LotusWear UE-52,Streetwear,Performance
332,LotusWear UE-53,Streetwear,Performance
333,LotusWear UE-54,Streetwear,Performance
334,LotusWear UE-55,Streetwear,Performance
335,LotusWear UE-56,Streetwear,Performance
336,LotusWear UE-57,Streetwear,Performance
338,LotusWear UE-59,Streetwear,Performance
339,LotusWear UE-60,Streetwear,Performance
341,LotusWear UE-62,Streetwear,Performance
342,LotusWear UE-63,Streetwear,Performance
346,LotusWear UE-67,Streetwear,Performance
347,LotusWear UE-68,Streetwear,Performance
348,LotusWear UE-69,Streetwear,Performance
349,LotusWear UE-70,Streetwear,Performance
350,LotusWear UE-71,Streetwear,Performance
351,LotusWear UE-72,Streetwear,Performance
352,LotusWear UE-73,Streetwear,Performance
353,LotusWear UE-74,Streetwear,Performance
355,LotusWear UE-76,Streetwear,Performance
356,LotusWear UE-77,Streetwear,Performance
359,LotusWear UE-80,Streetwear,Performance
360,LotusWear UE-81,Streetwear,Performance
361,LotusWear UE-82,Streetwear,Performance
362,LotusWear UE-83,Streetwear,Performance
364,LotusWear UE-85,Streetwear,Performance
366,LotusWear UE-87,Streetwear,Performance
369,LotusWear UE-90,Streetwear,Performance
370,LotusWear UE-91,Streetwear,Performance
371,LotusWear UE-92,Streetwear,Performance
372,LotusWear UE-93,Streetwear,Performance
373,LotusWear UE-94,Streetwear,Performance
375,LotusWear UE-96,Streetwear,Performance
379,LotusWear UE-00,Streetwear,Performance
382,LotusWear UE-03,Streetwear,Performance
383,LotusWear UE-04,Streetwear,Performance
384,LotusWear UE-05,Streetwear,Performance
385,LotusWear UE-06,Streetwear,Performance
386,LotusWear UE-07,Streetwear,Performance
387,LotusWear UC-01,Streetwear,Everyday
388,LotusWear UC-02,Streetwear,Everyday
389,LotusWear UC-03,Streetwear,Everyday
390,LotusWear UC-04,Streetwear,Everyday
392,SaigonFlex RP-01,Outdoor,Activewear
393,SaigonFlex RP-02,Outdoor,Activewear
394,SaigonFlex RS-01,Outdoor,Premium
395,SaigonFlex RS-02,Outdoor,Premium
396,SaigonFlex UM-01,Streetwear,Balanced
398,SaigonFlex UM-03,Streetwear,Balanced
400,SaigonFlex UM-05,Streetwear,Balanced
401,SaigonFlex UM-06,Streetwear,Balanced
402,SaigonFlex UM-07,Streetwear,Balanced
403,SaigonFlex UM-08,Streetwear,Balanced
404,SaigonFlex UM-09,Streetwear,Balanced
405,SaigonFlex UM-10,Streetwear,Balanced
406,SaigonFlex UM-11,Streetwear,Balanced
407,SaigonFlex UM-12,Streetwear,Balanced
408,SaigonFlex UM-13,Streetwear,Balanced
409,SaigonFlex UM-14,Streetwear,Balanced
410,SaigonFlex UM-15,Streetwear,Balanced
412,SaigonFlex UM-17,Streetwear,Balanced
413,SaigonFlex UM-18,Streetwear,Balanced
414,SaigonFlex UM-19,Streetwear,Balanced
415,SaigonFlex UM-20,Streetwear,Balanced
416,SaigonFlex UM-21,Streetwear,Balanced
417,SaigonFlex UM-22,Streetwear,Balanced
418,SaigonFlex UM-23,Streetwear,Balanced
419,SaigonFlex UM-24,Streetwear,Balanced
420,SaigonFlex UM-25,Streetwear,Balanced
421,SaigonFlex UM-26,Streetwear,Balanced
422,SaigonFlex UM-27,Streetwear,Balanced
423,SaigonFlex UM-28,Streetwear,Balanced
424,SaigonFlex UM-29,Streetwear,Balanced
425,SaigonFlex UM-30,Streetwear,Balanced
426,SaigonFlex UM-31,Streetwear,Balanced
427,SaigonFlex UM-32,Streetwear,Balanced
428,SaigonFlex UM-33,Streetwear,Balanced
429,SaigonFlex UM-34,Streetwear,Balanced
430,SaigonFlex UM-35,Streetwear,Balanced
431,SaigonFlex UM-36,Streetwear,Balanced
432,SaigonFlex UM-37,Streetwear,Balanced
433,SaigonFlex UM-38,Streetwear,Balanced
435,SaigonFlex UM-40,Streetwear,Balanced
436,SaigonFlex UM-41,Streetwear,Balanced
437,SaigonFlex UM-42,Streetwear,Balanced
438,SaigonFlex UM-43,Streetwear,Balanced
440,SaigonFlex UM-45,Streetwear,Balanced
442,SaigonFlex UM-47,Streetwear,Balanced
443,SaigonFlex UM-48,Streetwear,Balanced
444,SaigonFlex UM-49,Streetwear,Balanced
445,SaigonFlex UM-50,Streetwear,Balanced
447,SaigonFlex UM-52,Streetwear,Balanced
449,SaigonFlex UM-54,Streetwear,Balanced
450,SaigonFlex UM-55,Streetwear,Balanced
451,SaigonFlex UM-56,Streetwear,Balanced
452,SaigonFlex UM-57,Streetwear,Balanced
455,SaigonFlex UM-60,Streetwear,Balanced
456,SaigonFlex UM-61,Streetwear,Balanced
457,SaigonFlex UM-62,Streetwear,Balanced
458,SaigonFlex UM-63,Streetwear,Balanced
459,SaigonFlex UM-64,Streetwear,Balanced
460,SaigonFlex UM-65,Streetwear,Balanced
461,SaigonFlex UM-66,Streetwear,Balanced
462,SaigonFlex UM-67,Streetwear,Balanced
464,SaigonFlex UM-69,Streetwear,Balanced
466,SaigonFlex UM-71,Streetwear,Balanced
467,SaigonFlex UM-72,Streetwear,Balanced
470,SaigonFlex UM-75,Streetwear,Balanced
471,SaigonFlex UM-76,Streetwear,Balanced
472,SaigonFlex UM-77,Streetwear,Balanced
473,SaigonFlex UM-78,Streetwear,Balanced
475,SaigonFlex UM-80,Streetwear,Balanced
476,SaigonFlex UM-81,Streetwear,Balanced
478,SaigonFlex UM-83,Streetwear,Balanced
479,SaigonFlex UM-84,Streetwear,Balanced
481,SaigonFlex UM-86,Streetwear,Balanced
482,SaigonFlex UM-87,Streetwear,Balanced
483,SaigonFlex UM-88,Streetwear,Balanced
484,SaigonFlex UM-89,Streetwear,Balanced
485,SaigonFlex UM-90,Streetwear,Balanced
486,SaigonFlex UM-91,Streetwear,Balanced
487,SaigonFlex UM-92,Streetwear,Balanced
488,SaigonFlex UM-93,Streetwear,Balanced
489,SaigonFlex UM-94,Streetwear,Balanced
490,SaigonFlex UM-95,Streetwear,Balanced
491,SaigonFlex UM-96,Streetwear,Balanced
492,SaigonFlex UM-97,Streetwear,Balanced
493,SaigonFlex UM-98,Streetwear,Balanced
494,SaigonFlex UM-99,Streetwear,Balanced
495,SaigonFlex UM-00,Streetwear,Balanced
496,SaigonFlex UM-01,Streetwear,Balanced
497,SaigonFlex UM-02,Streetwear,Balanced
498,SaigonFlex UM-03,Streetwear,Balanced
499,SaigonFlex UM-04,Streetwear,Balanced
500,SaigonFlex UM-05,Streetwear,Balanced
501,SaigonFlex UM-06,Streetwear,Balanced
502,SaigonFlex UM-07,Streetwear,Balanced
503,SaigonFlex UM-08,Streetwear,Balanced
504,SaigonFlex UM-09,Streetwear,Balanced
505,SaigonFlex UM-10,Streetwear,Balanced
506,SaigonFlex UM-11,Streetwear,Balanced
508,SaigonFlex UM-13,Streetwear,Balanced
510,SaigonFlex UM-15,Streetwear,Balanced
511,SaigonFlex UM-16,Streetwear,Balanced
512,SaigonFlex UR-01,Streetwear,Standard
513,SaigonFlex UE-01,Streetwear,Performance
514,SaigonFlex UE-02,Streetwear,Performance
515,SaigonFlex UE-03,Streetwear,Performance
516,SaigonFlex UE-04,Streetwear,Performance
517,SaigonFlex UE-05,Streetwear,Performance
518,SaigonFlex UE-06,Streetwear,Performance
519,SaigonFlex UE-07,Streetwear,Performance
520,SaigonFlex UE-08,Streetwear,Performance
521,SaigonFlex UE-09,Streetwear,Performance
523,SaigonFlex UE-11,Streetwear,Performance
524,SaigonFlex UE-12,Streetwear,Performance
525,SaigonFlex UE-13,Streetwear,Performance
527,SaigonFlex UE-15,Streetwear,Performance
528,SaigonFlex UE-16,Streetwear,Performance
529,SaigonFlex UE-17,Streetwear,Performance
530,SaigonFlex UE-18,Streetwear,Performance
531,SaigonFlex UE-19,Streetwear,Performance
532,SaigonFlex UE-20,Streetwear,Performance
533,SaigonFlex UE-21,Streetwear,Performance
534,SaigonFlex UE-22,Streetwear,Performance
535,SaigonFlex UE-23,Streetwear,Performance
536,SaigonFlex UC-01,Streetwear,Everyday
537,SaigonFlex UC-02,Streetwear,Everyday
538,SaigonFlex UC-03,Streetwear,Everyday
539,SaigonFlex UC-04,Streetwear,Everyday
540,SaigonFlex UC-05,Streetwear,Everyday
541,SaigonFlex UC-06,Streetwear,Everyday
542,SaigonFlex UC-07,Streetwear,Everyday
544,SaigonFlex UC-09,Streetwear,Everyday
545,SaigonFlex UC-10,Streetwear,Everyday
546,SaigonFlex UC-11,Streetwear,Everyday
547,SaigonFlex UC-12,Streetwear,Everyday
548,SaigonFlex UC-13,Streetwear,Everyday
549,SaigonFlex UC-14,Streetwear,Everyday
550,SaigonFlex UC-15,Streetwear,Everyday
551,SaigonFlex UC-16,Streetwear,Everyday
552,SaigonFlex UC-17,Streetwear,Everyday
553,SaigonFlex UC-18,Streetwear,Everyday
554,SaigonFlex UC-19,Streetwear,Everyday
555,SaigonFlex UC-20,Streetwear,Everyday
556,SaigonFlex UC-21,Streetwear,Everyday
557,SaigonFlex UC-22,Streetwear,Everyday
559,SaigonFlex UC-24,Streetwear,Everyday
562,SaigonFlex UC-27,Streetwear,Everyday
563,SaigonFlex UC-28,Streetwear,Everyday
564,SaigonFlex UC-29,Streetwear,Everyday
565,SaigonFlex UC-30,Streetwear,Everyday
566,SaigonFlex UC-31,Streetwear,Everyday
567,SaigonFlex UC-32,Streetwear,Everyday
568,SaigonFlex UC-33,Streetwear,Everyday
569,SaigonFlex UC-34,Streetwear,Everyday
570,SaigonFlex UC-35,Streetwear,Everyday
571,SaigonFlex UC-36,Streetwear,Everyday
572,SaigonFlex UC-37,Streetwear,Everyday
573,SaigonFlex UC-38,Streetwear,Everyday
574,SaigonFlex UC-39,Streetwear,Everyday
575,SaigonFlex UC-40,Streetwear,Everyday
576,SaigonFlex UC-41,Streetwear,Everyday
577,SaigonFlex UC-42,Streetwear,Everyday
578,SaigonFlex UC-43,Streetwear,Everyday
579,SaigonFlex UC-44,Streetwear,Everyday
580,SaigonFlex UC-45,Streetwear,Everyday
581,SaigonFlex UC-46,Streetwear,Everyday
583,SaigonFlex UC-48,Streetwear,Everyday
585,SaigonFlex UC-50,Streetwear,Everyday
586,SaigonFlex UC-51,Streetwear,Everyday
588,SaigonFlex UC-53,Streetwear,Everyday
589,SaigonFlex UC-54,Streetwear,Everyday
590,SaigonFlex UC-55,Streetwear,Everyday
591,SaigonFlex UC-56,Streetwear,Everyday
592,SaigonFlex UC-57,Streetwear,Everyday
593,SaigonFlex UC-58,Streetwear,Everyday
595,SaigonFlex UC-60,Streetwear,Everyday
596,SaigonFlex UC-61,Streetwear,Everyday
599,SaigonFlex UC-64,Streetwear,Everyday
600,SaigonFlex UC-65,Streetwear,Everyday
601,SaigonFlex UC-66,Streetwear,Everyday
602,SaigonFlex UC-67,Streetwear,Everyday
603,SaigonFlex UC-68,Streetwear,Everyday
604,SaigonFlex UC-69,Streetwear,Everyday
605,SaigonFlex UC-70,Streetwear,Everyday
606,SaigonFlex UC-71,Streetwear,Everyday
607,SaigonFlex UC-72,Streetwear,Everyday
608,SaigonFlex UC-73,Streetwear,Everyday
609,SaigonFlex UC-74,Streetwear,Everyday
610,SaigonFlex UC-75,Streetwear,Everyday
611,SaigonFlex UC-76,Streetwear,Everyday
612,SaigonFlex UC-77,Streetwear,Everyday
614,SaigonFlex UC-79,Streetwear,Everyday
615,SaigonFlex UC-80,Streetwear,Everyday
617,SaigonFlex UC-82,Streetwear,Everyday
618,SaigonFlex UC-83,Streetwear,Everyday
619,SaigonFlex UC-84,Streetwear,Everyday
622,SaigonFlex UC-87,Streetwear,Everyday
623,SaigonFlex UC-88,Streetwear,Everyday
625,SaigonFlex UC-90,Streetwear,Everyday
626,SaigonFlex UC-91,Streetwear,Everyday
627,SaigonFlex UC-92,Streetwear,Everyday
628,SaigonFlex UC-93,Streetwear,Everyday
629,SaigonFlex UC-94,Streetwear,Everyday
630,SaigonFlex UC-95,Streetwear,Everyday
631,SaigonFlex UC-96,Streetwear,Everyday
632,SaigonFlex UC-97,Streetwear,Everyday
633,SaigonFlex UC-98,Streetwear,Everyday
634,SaigonFlex UC-99,Streetwear,Everyday
635,SaigonFlex UC-00,Streetwear,Everyday
636,SaigonFlex UC-01,Streetwear,Everyday
637,SaigonFlex UC-02,Streetwear,Everyday
638,SaigonFlex UC-03,Streetwear,Everyday
639,SaigonFlex UC-04,Streetwear,Everyday
640,SaigonFlex UC-05,Streetwear,Everyday
641,SaigonFlex UC-06,Streetwear,Everyday
642,SaigonFlex UC-07,Streetwear,Everyday
643,SaigonFlex UC-08,Streetwear,Everyday
644,SaigonFlex UC-09,Streetwear,Everyday
645,SaigonFlex UC-10,Streetwear,Everyday
646,SaigonFlex UC-11,Streetwear,Everyday
647,SaigonFlex UC-12,Streetwear,Everyday
648,SaigonFlex UC-13,Streetwear,Everyday
649,SaigonFlex UC-14,Streetwear,Everyday
650,SaigonFlex UC-15,Streetwear,Everyday
651,SaigonFlex UC-16,Streetwear,Everyday
652,SaigonFlex UC-17,Streetwear,Everyday
653,SaigonFlex UC-18,Streetwear,Everyday
654,SaigonFlex UC-19,Streetwear,Everyday
655,SaigonFlex UC-20,Streetwear,Everyday
656,SaigonFlex UC-21,Streetwear,Everyday
657,SaigonFlex UC-22,Streetwear,Everyday
658,SaigonFlex UC-23,Streetwear,Everyday
659,SaigonFlex UC-24,Streetwear,Everyday
660,SaigonFlex UC-25,Streetwear,Everyday
662,SaigonFlex UC-27,Streetwear,Everyday
663,SaigonFlex UC-28,Streetwear,Everyday
666,SaigonFlex UC-31,Streetwear,Everyday
667,SaigonFlex UC-32,Streetwear,Everyday
668,SaigonFlex UC-33,Streetwear,Everyday
669,SaigonFlex UC-34,Streetwear,Everyday
670,SaigonFlex UC-35,Streetwear,Everyday
671,SaigonFlex UC-36,Streetwear,Everyday
672,SaigonFlex UC-37,Streetwear,Everyday
674,SaigonFlex UC-39,Streetwear,Everyday
675,SaigonFlex UC-40,Streetwear,Everyday
676,SaigonFlex UC-41,Streetwear,Everyday
681,SaigonFlex UC-46,Streetwear,Everyday
682,SaigonFlex UC-47,Streetwear,Everyday
683,SaigonFlex UC-48,Streetwear,Everyday
684,SaigonFlex UC-49,Streetwear,Everyday
685,SaigonFlex UC-50,Streetwear,Everyday
686,SaigonFlex UC-51,Streetwear,Everyday
687,SaigonFlex UC-52,Streetwear,Everyday
688,SaigonFlex UC-53,Streetwear,Everyday
689,SaigonFlex UC-54,Streetwear,Everyday
690,SaigonFlex UC-55,Streetwear,Everyday
691,SaigonFlex UC-56,Streetwear,Everyday
692,SaigonFlex UC-57,Streetwear,Everyday
699,HanoiStreet MA-06,Casual,All-weather
702,HanoiStreet MA-09,Casual,All-weather
706,HanoiStreet MA-13,Casual,All-weather
711,HanoiStreet MA-18,Casual,All-weather
713,HanoiStreet RP-01,Outdoor,Activewear
714,HanoiStreet RP-02,Outdoor,Activewear
715,HanoiStreet RP-03,Outdoor,Activewear
716,HanoiStreet RP-04,Outdoor,Activewear
717,HanoiStreet RP-05,Outdoor,Activewear
718,HanoiStreet RP-06,Outdoor,Activewear
719,HanoiStreet RP-07,Outdoor,Activewear
720,HanoiStreet RP-08,Outdoor,Activewear
725,HanoiStreet RP-13,Outdoor,Activewear
726,HanoiStreet RP-14,Outdoor,Activewear
727,HanoiStreet RP-15,Outdoor,Activewear
728,HanoiStreet RP-16,Outdoor,Activewear
729,HanoiStreet RP-17,Outdoor,Activewear
730,HanoiStreet RP-18,Outdoor,Activewear
733,HanoiStreet RP-21,Outdoor,Activewear
734,HanoiStreet RP-22,Outdoor,Activewear
735,HanoiStreet RP-23,Outdoor,Activewear
736,HanoiStreet RP-24,Outdoor,Activewear
739,HanoiStreet RP-27,Outdoor,Activewear
740,HanoiStreet RP-28,Outdoor,Activewear
743,HanoiStreet RP-31,Outdoor,Activewear
744,HanoiStreet RP-32,Outdoor,Activewear
745,HanoiStreet RP-33,Outdoor,Activewear
746,HanoiStreet RP-34,Outdoor,Activewear
753,HanoiStreet RP-41,Outdoor,Activewear
754,HanoiStreet RP-42,Outdoor,Activewear
757,HanoiStreet RP-45,Outdoor,Activewear
758,HanoiStreet RP-46,Outdoor,Activewear
759,HanoiStreet RP-47,Outdoor,Activewear
760,HanoiStreet RP-48,Outdoor,Activewear
761,HanoiStreet RP-49,Outdoor,Activewear
762,HanoiStreet RP-50,Outdoor,Activewear
763,HanoiStreet RP-51,Outdoor,Activewear
764,HanoiStreet RP-52,Outdoor,Activewear
767,HanoiStreet RP-55,Outdoor,Activewear
768,HanoiStreet RP-56,Outdoor,Activewear
769,HanoiStreet RP-57,Outdoor,Activewear
770,HanoiStreet RP-58,Outdoor,Activewear
771,HanoiStreet RP-59,Outdoor,Activewear
772,HanoiStreet RP-60,Outdoor,Activewear
777,HanoiStreet RP-65,Outdoor,Activewear
778,HanoiStreet RP-66,Outdoor,Activewear
779,HanoiStreet RP-67,Outdoor,Activewear
780,HanoiStreet RP-68,Outdoor,Activewear
781,HanoiStreet RP-69,Outdoor,Activewear
782,HanoiStreet RP-70,Outdoor,Activewear
785,HanoiStreet RP-73,Outdoor,Activewear
786,HanoiStreet RP-74,Outdoor,Activewear
787,HanoiStreet RP-75,Outdoor,Activewear
788,HanoiStreet RP-76,Outdoor,Activewear
789,HanoiStreet RP-77,Outdoor,Activewear
790,HanoiStreet RP-78,Outdoor,Activewear
791,HanoiStreet RP-79,Outdoor,Activewear
792,HanoiStreet RP-80,Outdoor,Activewear
793,HanoiStreet RP-81,Outdoor,Activewear
794,HanoiStreet RP-82,Outdoor,Activewear
795,HanoiStreet RP-83,Outdoor,Activewear
796,HanoiStreet RP-84,Outdoor,Activewear
797,HanoiStreet RS-01,Outdoor,Premium
800,HanoiStreet RS-04,Outdoor,Premium
801,HanoiStreet RS-05,Outdoor,Premium
802,HanoiStreet RS-06,Outdoor,Premium
803,HanoiStreet RS-07,Outdoor,Premium
804,HanoiStreet RS-08,Outdoor,Premium
805,HanoiStreet RS-09,Outdoor,Premium
806,HanoiStreet RS-10,Outdoor,Premium
807,HanoiStreet RS-11,Outdoor,Premium
808,HanoiStreet RS-12,Outdoor,Premium
809,HanoiStreet RS-13,Outdoor,Premium
811,HanoiStreet RS-15,Outdoor,Premium
812,HanoiStreet RS-16,Outdoor,Premium
813,HanoiStreet RS-17,Outdoor,Premium
816,HanoiStreet RS-20,Outdoor,Premium
819,HanoiStreet UM-03,Streetwear,Balanced
822,HanoiStreet UM-06,Streetwear,Balanced
823,HanoiStreet UM-07,Streetwear,Balanced
826,HanoiStreet UM-10,Streetwear,Balanced
827,HanoiStreet UM-11,Streetwear,Balanced
828,HanoiStreet UM-12,Streetwear,Balanced
835,HanoiStreet UM-19,Streetwear,Balanced
837,HanoiStreet UM-21,Streetwear,Balanced
838,HanoiStreet UM-22,Streetwear,Balanced
839,HanoiStreet UM-23,Streetwear,Balanced
842,HanoiStreet UM-26,Streetwear,Balanced
843,HanoiStreet UM-27,Streetwear,Balanced
846,HanoiStreet UM-30,Streetwear,Balanced
847,HanoiStreet UM-31,Streetwear,Balanced
852,HanoiStreet UM-36,Streetwear,Balanced
853,HanoiStreet UM-37,Streetwear,Balanced
