customer_id,zip
788,16301
789,16301
790,16301
797,16314
799,16314
801,16316
802,16316
803,16316
805,16316
807,16317
809,16317
810,16317
811,16319
812,16319
813,16319
814,16319
819,16322
822,16323
823,16323
827,16326
829,16326
833,16327
834,16327
842,16334
847,16335
848,16335
849,16335
850,16335
852,16341
853,16341
854,16341
860,16343
862,16344
865,16344
867,16346
868,16346
869,16346
870,16346
871,16353
873,16353
874,16353
876,16354
877,16354
879,16354
880,16354
881,16360
883,16360
890,16361
892,16362
895,16362
896,16364
897,16364
898,16364
899,16364
900,16364
902,16372
906,16373
907,16373
908,16373
909,16373
910,16373
911,16374
913,16374
915,16374
919,16388
921,16403
923,16403
925,16403
927,16404
928,16404
929,16404
930,16404
931,16406
932,16406
934,16406
935,16406
942,16424
944,16424
945,16424
946,16433
948,16433
951,16434
960,16435
961,16436
965,16436
966,16601
967,16601
969,16601
971,16602
972,16602
975,16602
976,16611
977,16611
979,16611
980,16611
981,16613
983,16613
984,16613
985,16613
989,16616
990,16616
991,16617
992,16617
993,16617
994,16617
1001,16621
1002,16621
1012,16623
1013,16623
1014,16623
1016,16624
1017,16624
1018,16624
1019,16624
1021,16625
1022,16625
1024,16625
1025,16625
1027,16627
1029,16627
1030,16627
1031,16630
1032,16630
1033,16630
1034,16630
1035,16630
1037,16634
1041,16635
1042,16635
1043,16635
1044,16635
1046,16636
1048,16636
1053,16637
1054,16637
1059,16639
1060,16639
1062,16640
1063,16640
1065,16640
1066,16641
1067,16641
1069,16641
1072,16644
1073,16644
1077,16646
1079,16646
1080,16646
1081,16647
1082,16647
1084,16647
1086,16648
1087,16648
1088,16648
1089,16648
1090,16648
1092,16650
1094,16650
1095,16650
1096,16651
1098,16651
1099,16651
1100,16651
1101,16652
1102,16652
1103,16652
1104,16652
1105,16652
1107,16655
1109,16655
1110,16655
1113,16656
1119,16657
1124,16659
1126,16661
1130,16661
1131,16662
1132,16662
1133,16662
1134,16662
1138,16663
1141,16664
1142,16664
1143,16664
1144,16664
1145,16664
1151,16666
1152,16666
1153,16666
1154,16666
1155,16666
1156,16667
1157,16667
1158,16667
1159,16667
1160,16667
1161,16668
1162,16668
1163,16668
1164,16668
1165,16668
1166,16669
1167,16669
1168,16669
1169,16669
1172,16671
1173,16671
1175,16671
1180,16672
1183,16673
1185,16673
1186,16674
1191,16678
1192,16678
1193,16678
1194,16678
1195,16678
1206,16681
1207,16681
1212,16682
1220,16683
1223,16684
1225,16684
1228,16685
1231,16686
1232,16686
1233,16686
1235,16686
1236,16692
1237,16692
1238,16692
1239,16692
1240,16692
1241,16693
1242,16693
1243,16693
1244,16693
1245,16693
1247,16694
1251,16695
1253,16695
1256,16734
1258,16734
1261,16735
1262,16735
1263,16735
1265,16735
1266,16821
1275,16825
1276,16830
1277,16830
1278,16830
1280,16830
1281,16833
1282,16833
1283,16833
1284,16833
1285,16833
1290,16834
1295,16836
1302,16838
1305,16838
1312,16840
1315,16840
1316,16845
1319,16845
1320,16845
1323,16849
1326,16855
1330,16855
1332,16858
1333,16858
1334,16858
1335,16858
1336,16860
1340,16860
1346,16863
1349,16863
1350,16863
1352,16873
1357,16876
1361,16877
1364,16877
1365,16877
1368,16878
1369,16878
1372,16879
1374,16879
1376,16881
1377,16881
1379,16881
1380,16881
1383,17052
1385,17052
1386,17060
1388,17060
1390,17060
1391,17066
1392,17066
1393,17066
1394,17066
1396,15001
1397,15001
1398,15001
1399,15001
1400,15001
1401,15003
1402,15003
1405,15003
1406,15004
1410,15004
1411,15005
1412,15005
1413,15005
1414,15005
1415,15005
1417,15006
1421,15009
1422,15009
1424,15009
1425,15009
1426,15010
1427,15010
1429,15010
1430,15010
1432,15012
1433,15012
1434,15012
1435,15012
1436,15014
1437,15014
1439,15014
1441,15015
1443,15015
1445,15015
1447,15017
1449,15017
1450,15017
1451,15018
1452,15018
1453,15018
1457,15019
1458,15019
1459,15019
1460,15019
1464,15020
1466,15021
1468,15021
1470,15021
1472,15022
1473,15022
1475,15022
1477,15024
1478,15024
1479,15024
1481,15025
1482,15025
1483,15025
1484,15025
1485,15025
1486,15026
1487,15026
1488,15026
1489,15026
1490,15026
1492,15027
1494,15027
1497,15028
1503,15030
1504,15030
1507,15031
1511,15032
1516,15033
1517,15033
1518,15033
1519,15033
1520,15033
1522,15034
1523,15034
1528,15035
1531,15037
1533,15037
1534,15037
1538,15038
1539,15038
1540,15038
1542,15042
1543,15042
1544,15042
1545,15042
1548,15043
1550,15043
1552,15044
1553,15044
1554,15044
1555,15044
1557,15045
1558,15045
1559,15045
1561,15046
1562,15046
1563,15046
1564,15046
1566,15047
1570,15047
1573,15049
1578,15050
1579,15050
1585,15051
1586,15052
1587,15052
1588,15052
1589,15052
1593,15054
1596,15055
1599,15055
1602,15056
1605,15056
1607,15057
1609,15057
1610,15057
1611,15059
1612,15059
1613,15059
1614,15059
1615,15059
1617,15060
1618,15060
1619,15060
1621,15061
1623,15061
1624,15061
1625,15061
1626,15062
1627,15062
1628,15062
1629,15062
1630,15062
1631,15063
1632,15063
1633,15063
1638,15064
1640,15064
1641,15065
1642,15065
1643,15065
1644,15065
1645,15065
1646,15066
1647,15066
1649,15066
1650,15066
1651,15067
1652,15067
1653,15067
1654,15067
1655,15067
1656,15068
1657,15068
1658,15068
1660,15068
1662,15071
1663,15071
1664,15071
1665,15071
1667,15074
1668,15074
1669,15074
1674,15076
1677,15077
1678,15077
1680,15077
1681,15078
1685,15078
1686,15081
1688,15081
1696,15083
1697,15083
1698,15083
1699,15083
1700,15083
1701,15084
1702,15084
1703,15084
1704,15084
1705,15084
1707,15085
1708,15085
1709,15085
1711,15086
1713,15086
1715,15086
1718,15087
1721,15089
1722,15089
1723,15089
1727,15090
1728,15090
1729,15090
1730,15090
1735,15095
1736,15101
1738,15101
1739,15101
1740,15101
1741,15102
1742,15102
1743,15102
1747,15104
1748,15104
1749,15104
1750,15104
1751,15106
1752,15106
1753,15106
1754,15106
1755,15106
1757,15108
1758,15108
1759,15108
1760,15108
1761,15110
1762,15110
1765,15110
1766,15112
1767,15112
1769,15112
1770,15112
1771,15116
1772,15116
1773,15116
1774,15116
1777,15120
1778,15120
1779,15120
1780,15120
1785,15122
1786,15126
1787,15126
1788,15126
1789,15126
1790,15126
1791,15129
1792,15129
1793,15129
1795,15129
1796,15131
1797,15131
1798,15131
1799,15131
1800,15131
1801,15132
1802,15132
1803,15132
1804,15132
1805,15132
1806,15133
1807,15133
1808,15133
1809,15133
1811,15134
1817,15135
1818,15135
1820,15135
1821,15136
1822,15136
1823,15136
1826,15137
1828,15137
1832,15139
1837,15140
1838,15140
1839,15140
1843,15142
1847,15143
1848,15143
1849,15143
1850,15143
1851,15144
1853,15144
1854,15144
1856,15145
1857,15145
1858,15145
1862,15146
1863,15146
1864,15146
1865,15146
1866,15147
1867,15147
1868,15147
1869,15147
1870,15147
1873,15148
1874,15148
1875,15148
1876,15301
1877,15301
1878,15301
1879,15301
1880,15301
1881,15311
1882,15311
1884,15311
1885,15311
1886,15312
1888,15312
1889,15312
1890,15312
1894,15313
1895,15313
1896,15314
1897,15314
1898,15314
1899,15314
1900,15314
1901,15315
1904,15315
1905,15315
1906,15316
1908,15316
1910,15316
1911,15317
1912,15317
1913,15317
1914,15317
1915,15317
1916,15320
1917,15320
1918,15320
1919,15320
1920,15320
1922,15321
1923,15321
1924,15321
1926,15322
1928,15322
1931,15323
1932,15323
1933,15323
1934,15323
1935,15323
1940,15324
1943,15325
1948,15327
1953,15329
1954,15329
1955,15329
1956,15330
1957,15330
1958,15330
1959,15330
1960,15330
1962,15331
1963,15331
1964,15331
1965,15331
1966,15332
1967,15332
1969,15332
1970,15332
1971,15333
1973,15333
1974,15333
1979,15334
1980,15334
1982,15337
1983,15337
1985,15337
1986,15338
1987,15338
1988,15338
1989,15338
1991,15340
1993,15340
1995,15340
1996,15341
1997,15341
1998,15341
1999,15341
2001,15342
2002,15342
2003,15342
2004,15342
2005,15342
2009,15344
2010,15344
2011,15345
2014,15345
2018,15346
2021,15347
2023,15347
2024,15347
2027,15348
2030,15348
2031,15349
2032,15349
2033,15349
2036,15350
2037,15350
2038,15350
2039,15350
2041,15351
2043,15351
2045,15351
2046,15357
2047,15357
2049,15357
2051,15358
2058,15359
2061,15360
2063,15360
2064,15360
2065,15360
2066,15361
2071,15362
2074,15362
2075,15362
2076,15363
2077,15363
2079,15363
2081,15364
2082,15364
2083,15364
2087,15367
2088,15367
2089,15367
2090,15367
2093,15368
2095,15368
2097,15370
2098,15370
2099,15370
2111,15401
2112,15401
2113,15401
2114,15401
2115,15401
2116,15410
2118,15410
2119,15410
2121,15411
2124,15411
2125,15411
2127,15417
2129,15417
2132,15419
2135,15419
2140,15420
2141,15421
2142,15421
2144,15421
2147,15423
2149,15423
2150,15423
2151,15424
2152,15424
2154,15424
2155,15424
2156,15425
2157,15425
2159,15425
2161,15427
2163,15427
2164,15427
2167,15428
2168,15428
2169,15428
2177,15430
2178,15430
2181,15431
2182,15431
2183,15431
2185,15431
2187,15432
2188,15432
2189,15432
2194,15433
2195,15433
2197,15434
2198,15434
2201,15435
2203,15435
2206,15436
2208,15436
2209,15436
2211,15437
2212,15437
2214,15437
2215,15437
2217,15438
2219,15438
2220,15438
2222,15440
2224,15440
2226,15442
2227,15442
2228,15442
2229,15442
2230,15442
2232,15443
2236,15444
2238,15444
2243,15445
2244,15445
2245,15445
2246,15446
2247,15446
2251,15448
2258,15449
2263,15450
2266,15451
2273,15454
2279,15455
2281,15456
2282,15456
2284,15456
2285,15456
2287,15458
2288,15458
2289,15458
2290,15458
2292,15459
2295,15459
2299,15460
2301,15461
2302,15461
2303,15461
2304,15461
2306,15462
2308,15462
2309,15462
2313,15463
2317,15464
2318,15464
2319,15464
2320,15464
2321,15465
2328,15466
2330,15466
2334,15467
2336,15468
2337,15468
2338,15468
2339,15468
2340,15468
2341,15469
2342,15469
2343,15469
2344,15469
2345,15469
2347,15470
2349,15470
2350,15470
2352,15472
2353,15472
2354,15472
2356,15473
2357,15473
2358,15473
2360,15473
2362,15474
2364,15474
2367,15475
2368,15475
2369,15475
2371,15476
2372,15476
2376,15477
2379,15477
2381,15478
2382,15478
2383,15478
2385,15478
2386,15479
2388,15479
2389,15479
2391,15480
2393,15480
2394,15480
2395,15480
2396,15482
2397,15482
2398,15482
2402,15483
2403,15483
2405,15483
2406,15484
2411,15485
2416,15486
2417,15486
2418,15486
2420,15486
2421,15488
2422,15488
2426,15489
2427,15489
2428,15489
2431,15490
2432,15490
2433,15490
2434,15490
2436,15501
2437,15501
2438,15501
2439,15501
2440,15501
2444,15502
2452,15521
2454,15521
2455,15521
2456,15522
2458,15522
2460,15522
2461,15530
2463,15530
2464,15530
2466,15531
2469,15531
2476,15534
2478,15534
2480,15534
2481,15535
2482,15535
2483,15535
2485,15535
2486,15537
2489,15537
2490,15537
2496,15540
2499,15540
2501,15541
2502,15541
2503,15541
2504,15541
2505,15541
2506,15542
2507,15542
2508,15542
2510,15542
2511,15544
2514,15544
2516,15545
2517,15545
2519,15545
2520,15545
2523,15546
2527,15547
2531,15548
2540,15549
2541,15550
2543,15550
2544,15550
2546,15551
2548,15551
2549,15551
2552,15552
2553,15552
2554,15552
2555,15552
2557,15554
2558,15554
2559,15554
2560,15554
2561,15557
2562,15557
2563,15557
2564,15557
2565,15557
2567,15558
2568,15558
2569,15558
2570,15558
2573,15559
2574,15559
2575,15559
2576,15560
2578,15560
2579,15560
2584,15562
2586,15563
2587,15563
2588,15563
2589,15563
2590,15563
2592,15564
2597,15601
2598,15601
2599,15601
2600,15601
2605,15605
2611,15610
2613,15610
2614,15610
2615,15610
2616,15611
2617,15611
2622,15612
2624,15612
2626,15613
2630,15613
2632,15615
2635,15615
2637,15616
2638,15616
2645,15617
2646,15618
2647,15618
2648,15618
2649,15618
2650,15618
2655,15619
2657,15620
2659,15620
2662,15622
2663,15622
2664,15622
2666,15623
2667,15623
2668,15623
2670,15623
2671,15624
2672,15624
2677,15625
2681,15626
2682,15626
2683,15626
2685,15626
2687,15627
2688,15627
2690,15627
2695,15628
2697,15629
2698,15629
2700,15629
2701,15631
2703,15631
2706,15632
2708,15632
2709,15632
2710,15632
2711,15633
2716,15634
2717,15634
2718,15634
2720,15634
2721,15636
2722,15636
2723,15636
2724,15636
2726,15637
2730,15637
2732,15638
2736,15639
2737,15639
2738,15639
2739,15639
2740,15639
2742,15640
2743,15640
2747,15641
2751,15642
2752,15642
2756,15644
2757,15644
2759,15644
2760,15644
2762,15646
2766,15647
2771,15650
2772,15650
2774,15650
2775,15650
2782,15656
2783,15656
2784,15656
2786,15658
2787,15658
2788,15658
2789,15658
2790,15658
2791,15661
2794,15661
2797,15662
2801,15663
2802,15663
2803,15663
2804,15663
2807,15665
2808,15665
2810,15665
2811,15666
2812,15666
2813,15666
2814,15666
2815,15666
2816,15668
2818,15668
2819,15668
2820,15668
2821,15670
2822,15670
2823,15670
2825,15670
2826,15671
2829,15671
2831,15672
2832,15672
2833,15672
2834,15672
2835,15672
2840,15673
2844,15675
2845,15675
2846,15676
2847,15676
2848,15676
2850,15676
2851,15677
2853,15677
2855,15677
2860,15678
2861,15679
2862,15679
2863,15679
2864,15679
2865,15679
2867,15680
2875,15681
2879,15682
2881,15683
2882,15683
2883,15683
2888,15684
2893,15685
2894,15685
2897,15686
2899,15686
2902,15687
2905,15687
2906,15688
2908,15688
2910,15688
2913,15689
2918,15690
2919,15690
2920,15690
2921,15692
2922,15692
2923,15692
2924,15692
2925,15692
2927,15693
2933,15696
2934,15696
2936,15697
2940,15697
2942,15698
2944,15698
2945,15698
2946,15701
2950,15701
2957,15711
2962,15712
2968,15714
2969,15714
2976,15717
2977,15717
2979,15717
2982,15721
2986,15722
2987,15722
2988,15722
2989,15722
2990,15722
2991,15724
2992,15724
2996,15725
2997,15725
2998,15725
2999,15725
3000,15725
3002,15727
3007,15728
3008,15728
3010,15728
3012,15729
3013,15729
3020,15730
3025,15731
3026,15732
3027,15732
3028,15732
3029,15732
3030,15732
3034,15733
3037,15736
3038,15736
3040,15736
3041,15737
3050,15738
3055,15739
3060,15741
3061,15742
3063,15742
3064,15742
3066,15746
3071,15747
3074,15747
3075,15747
3077,15748
3079,15748
3080,15748
3083,15752
3086,15754
3089,15754
3094,15757
3095,15757
3097,15759
3099,15759
3101,15762
3104,15762
3105,15762
3106,15765
3107,15765
3108,15765
3112,15767
3113,15767
3114,15767
3115,15767
3116,15771
3118,15771
3121,15772
3122,15772
3123,15772
3125,15772
3127,15773
3131,15774
3132,15774
3133,15774
3134,15774
3135,15774
3150,15779
3152,15781
3165,15784
3166,15801
3167,15801
3168,15801
3171,15821
3175,15821
3181,15824
3182,15824
3183,15824
3184,15824
3185,15824
3186,15825
3187,15825
3189,15825
3190,15825
3194,15828
3196,15829
3197,15829
3198,15829
3203,15831
3212,15840
3213,15840
3215,15840
3219,15841
3221,15845
3222,15845
3223,15845
3225,15845
3226,15846
3227,15846
3228,15846
3230,15846
3231,15847
3239,15848
3242,15849
3243,15849
3244,15849
3248,15851
3249,15851
3250,15851
3251,15853
3252,15853
3254,15853
3255,15853
3256,15856
3257,15856
3258,15856
3259,15856
3261,15857
3262,15857
3263,15857
3266,15860
3271,15861
3273,15861
3274,15861
3278,15863
3279,15863
3281,15864
3282,15864
3283,15864
3285,15864
3286,15865
3287,15865
3289,15865
3291,15868
3297,15870
3301,15901
3302,15901
3303,15901
3304,15901
3306,15902
3307,15902
3308,15902
3310,15902
3311,15904
3312,15904
3313,15904
3314,15904
3315,15904
3316,15905
3317,15905
3318,15905
3319,15905
3320,15905
3321,15906
3322,15906
3323,15906
3324,15906
3326,15909
3327,15909
3328,15909
3329,15909
3330,15909
3334,15920
3335,15920
3336,15921
3337,15921
3338,15921
3339,15921
3342,15922
3347,15923
3348,15923
3351,15924
3361,15926
3362,15926
3363,15926
3364,15926
3365,15926
3366,15927
3368,15927
3370,15927
3372,15928
3373,15928
3374,15928
3375,15928
3376,15929
3382,15930
3383,15930
3386,15931
3387,15931
3388,15931
3390,15931
3393,15934
3394,15934
3395,15934
3396,15935
3397,15935
3398,15935
3399,15935
3400,15935
3401,15936
3402,15936
3403,15936
3406,17555
3407,17555
3408,17555
3411,18015
3412,18015
3413,18015
3414,18015
3415,18015
3421,18018
3422,18018
3423,18018
3424,18018
3425,18018
3427,18034
3428,18034
3429,18034
3430,18034
3431,18036
3433,18036
3434,18036
3435,18036
3441,18041
3442,18041
3444,18041
3445,18041
3448,18046
3451,18049
3452,18049
3454,18049
3455,18049
3456,18054
3458,18054
3459,18054
3461,18055
3462,18055
3463,18055
3466,18056
3468,18056
3469,18056
3470,18056
3471,18062
3472,18062
3473,18062
3474,18062
3475,18062
3476,18068
3479,18068
3481,18070
3482,18070
3483,18070
3484,18070
3485,18070
3486,18073
3487,18073
3488,18073
3490,18073
3492,18074
3493,18074
3494,18074
3498,18076
3500,18076
3502,18077
3503,18077
3504,18077
3505,18077
3506,18081
3509,18081
3513,18084
3519,18087
3521,18092
3522,18092
3523,18092
3524,18092
3525,18092
3527,18103
3528,18103
3529,18103
3530,18103
3531,18106
3532,18106
3533,18106
3534,18106
3535,18106
3536,18901
3537,18901
3538,18901
3539,18901
3542,18902
3543,18902
3544,18902
3545,18902
3548,18910
3558,18912
3567,18914
3568,18914
3569,18914
3570,18914
3573,18915
3574,18915
3576,18917
3577,18917
3578,18917
3579,18917
3580,18917
3581,18918
3587,18920
3588,18920
3591,18923
3593,18923
3594,18923
3595,18923
3601,18925
3602,18925
3603,18925
3604,18925
3605,18925
3606,18927
3608,18927
3610,18927
3612,18928
3614,18928
3616,18929
3618,18929
3619,18929
3621,18930
3624,18930
3625,18930
3626,18931
3628,18931
3630,18931
3632,18932
3635,18932
3643,18935
3651,18938
3654,18938
3655,18938
3656,18940
3657,18940
3658,18940
3663,18942
3664,18942
3665,18942
3666,18944
3667,18944
3670,18944
3671,18946
3673,18946
3676,18947
3677,18947
3678,18947
3679,18947
3680,18947
3682,18949
3683,18949
3684,18949
3685,18949
3690,18950
3691,18951
3692,18951
3693,18951
3695,18951
3696,18954
3697,18954
3698,18954
3699,18954
3700,18954
3701,18955
3702,18955
3703,18955
3713,18958
3717,18960
3718,18960
3720,18960
3721,18962
3725,18962
3726,18963
3731,18964
3732,18964
3734,18964
3735,18964
3737,18966
3739,18966
3740,18966
3743,18968
3746,18969
3747,18969
3748,18969
3751,18970
3753,18970
3757,18971
3761,18972
3762,18972
3763,18972
3764,18972
3766,18974
3767,18974
3768,18974
3769,18974
3770,18974
3771,18976
3772,18976
3773,18976
3774,18976
3775,18976
3779,18977
3780,18977
3783,18979
3787,18980
3788,18980
3790,18980
3796,19001
3797,19001
3799,19001
3800,19001
3801,19002
3802,19002
3803,19002
3804,19002
3806,19003
3807,19003
3809,19003
3810,19003
3811,19004
3812,19004
3813,19004
3814,19004
3816,19006
3817,19006
3823,19007
3824,19007
3825,19007
3826,19008
3827,19008
3828,19008
3829,19008
3830,19008
3836,19010
3837,19010
3838,19010
3839,19010
3840,19010
3841,19012
3842,19012
3843,19012
3844,19012
3845,19012
3846,19013
3847,19013
3848,19013
3849,19013
3851,19014
3852,19014
3854,19014
3855,19014
3856,19015
3857,19015
3858,19015
3859,19015
3862,19018
3863,19018
3864,19018
3866,19020
3867,19020
3868,19020
3869,19020
3870,19020
3871,19021
3872,19021
3873,19021
3875,19021
3878,19022
3881,19023
3882,19023
3883,19023
3884,19023
3885,19023
3886,19025
3887,19025
3888,19025
3889,19025
3892,19026
3893,19026
3894,19026
3895,19026
3896,19027
3898,19027
3900,19027
3904,19028
3906,19029
3908,19029
3910,19029
3911,19030
3912,19030
3913,19030
3915,19030
3917,19031
3920,19031
3921,19032
3922,19032
3923,19032
3924,19032
3925,19032
3927,19033
3928,19033
3930,19033
3931,19034
3933,19034
3935,19034
3937,19035
3940,19035
3941,19036
3942,19036
3943,19036
3944,19036
3945,19036
3951,19038
3952,19038
3954,19038
3955,19038
3960,19039
3961,19040
3962,19040
3963,19040
3965,19040
3967,19041
3969,19041
3970,19041
3971,19043
3972,19043
3975,19043
3977,19044
3980,19044
3981,19046
3982,19046
3983,19046
3984,19046
3985,19046
3986,19047
3987,19047
3988,19047
3989,19047
3990,19047
3992,19050
3993,19050
3994,19050
3995,19050
3997,19052
4000,19052
4001,19053
4002,19053
4003,19053
4004,19053
4008,19054
4009,19054
4010,19054
4011,19055
4012,19055
4013,19055
4016,19056
4017,19056
4018,19056
4019,19056
4020,19056
4021,19057
4022,19057
4023,19057
4024,19057
4030,19058
4032,19060
4033,19060
4034,19060
4035,19060
4036,19061
4037,19061
4038,19061
4039,19061
4040,19061
4041,19063
4043,19063
4044,19063
4045,19063
4046,19064
4047,19064
4048,19064
4050,19064
4051,19066
4052,19066
4053,19066
4054,19066
4055,19066
4056,19067
4057,19067
4059,19067
4060,19067
4061,19070
4062,19070
4063,19070
4064,19070
4065,19070
4066,19072
4067,19072
4068,19072
4070,19072
4072,19073
4073,19073
4074,19073
4076,19074
4077,19074
4078,19074
4079,19074
4080,19074
4081,19075
4083,19075
4084,19075
4085,19075
4086,19076
4089,19076
4090,19076
4091,19078
4092,19078
4094,19078
4095,19078
4096,19079
4097,19079
4098,19079
4099,19079
4100,19079
4101,19081
4102,19081
4103,19081
4106,19082
4107,19082
4108,19082
4109,19082
4110,19082
4111,19083
4112,19083
4113,19083
4116,19085
4118,19085
4119,19085
4120,19085
4122,19086
4123,19086
4124,19086
4125,19086
4126,19087
4127,19087
4133,19090
4134,19090
4136,19094
4137,19094
4138,19094
4140,19094
4144,19095
4145,19095
4146,19096
4148,19096
4149,19096
4150,19096
4152,19301
4153,19301
4155,19301
4156,19311
4157,19311
4159,19311
4161,19312
4162,19312
4164,19312
4166,19316
4168,19316
4169,19316
4170,19316
4172,19317
4173,19317
4174,19317
4175,19317
4177,19318
4181,19320
4182,19320
4183,19320
4184,19320
4185,19320
4186,19331
4187,19331
4191,19333
4194,19333
4195,19333
4196,19335
4197,19335
4199,19335
4200,19335
4201,19341
4202,19341
4203,19341
4204,19341
4206,19342
4207,19342
4208,19342
4209,19342
4210,19342
4211,19343
4212,19343
4213,19343
4214,19343
4215,19343
4216,19344
4217,19344
4218,19344
4219,19344
4220,19344
4221,19348
4222,19348
4223,19348
4225,19348
4226,19350
4227,19350
4228,19350
4229,19350
4230,19350
4233,19351
4237,19352
4239,19352
4240,19352
4246,19355
4247,19355
4248,19355
4249,19355
4250,19355
4255,19358
4256,19372
4257,19372
4258,19372
4260,19372
4261,19373
4262,19373
4265,19373
4267,19374
4270,19374
4271,19375
4272,19375
4273,19375
4275,19375
4276,19380
4277,19380
4278,19380
4279,19380
4283,19381
4286,19382
4287,19382
4288,19382
4289,19382
4290,19382
4291,19388
4296,19390
4298,19390
4299,19390
4300,19390
4305,19395
4306,19401
4307,19401
4308,19401
4310,19401
4311,19403
4312,19403
4313,19403
4314,19403
4315,19403
4317,19405
4319,19405
4320,19405
4321,19406
