product_id,product_name,category_id,segment_id,size,color,price,cogs
113,VietMode RP-39,4,1,XL,silver,3892.450866141732,3697.828322834645
114,HanoiStreet UE-31,5,5,L,orange,5687.85,2991.240315
115,SaigonCore YY-16,2,8,M,black,3791.745,3602.15775
116,SaigonFlex UC-15,5,4,L,red,6110.106266552755,5804.600953225117
117,UrbanVN RP-40,4,1,M,purple,1070.37,1016.8515
118,LotusWear UR-18,5,7,L,green,8877.426923076924,4855.952526923077
119,SaigonCore YY-12,2,8,M,silver,2735.535137614679,2598.758380733945
120,VietMotion RP-47,4,1,L,red,1511.37,944.455113
121,VietMotion UE-03,5,5,M,yellow,25.00757458677702,15.383210417633013
122,DragonWear UM-28,5,3,M,black,23.84863713844093,13.21077799792784
123,VietMode RS-14,4,6,S,green,2706.4070121951218,2571.0866615853656
124,VietMode UE-05,5,5,XL,purple,5857.74,4998.409541999999
125,SaigonFlex UM-42,5,3,M,silver,9651.796875,9169.20703125
126,SaigonFlex UC-57,5,4,S,orange,11573.637804878048,7346.945278536587
127,MekongFit UR-01,5,7,S,white,4987.5217241379305,4154.1068440344825
128,VietMode RP-13,4,1,M,black,5164.74,3993.893442
129,MekongFit RP-48,4,1,L,orange,2676.87,2543.0265
130,LotusWear UE-10,5,5,M,yellow,10606.05,10075.7475
131,VietMode RP-84,4,1,S,orange,2068.3202760736194,1296.4231490429447
132,MekongFit UE-16,5,5,S,red,6400.83170678337,3691.359645301969
133,SaigonFlex UM-75,5,3,L,red,12524.873693181818,7330.8085726193185
134,VietMode RP-99,4,1,XL,silver,5076.210588235294,4041.171249294117
135,UrbanVN UC-18,5,4,XL,blue,3872.079591474245,3180.913384396092
136,HanoiStreet UM-12,5,3,S,pink,10146.73689473684,8943.333899021052
137,SaigonFlex UC-07,5,4,L,orange,10862.120949720673,7602.398452709498
138,VietMode RP-52,4,1,S,red,4629.24,4397.777999999999
139,PhoenixWear UE-02,5,5,M,yellow,5228.37,4966.951499999999
140,SaigonFlex UM-88,5,3,XL,blue,19535.011791044777,18558.261201492536
141,LotusWear UE-04,5,5,XL,blue,7286.85,6664.5530100000005
142,VietMotion UR-04,5,7,M,black,33.39484466270076,21.098752735452184
143,VietMode RP-00,4,1,S,pink,1537.08912,1460.2346639999998
144,UrbanVN RP-35,4,1,S,red,1177.47,615.8168099999999
145,VietMode RS-65,4,6,XL,silver,31.66046621817027,18.845317196678888
146,DragonWear UR-38,5,7,XL,silver,24.87537893001365,14.224373227866726
147,VietMotion UC-20,5,4,S,orange,4787.37,2481.772608
148,DragonWear MA-13,1,2,M,blue,5260.299999999999,4066.73793
149,LotusWear UE-18,5,5,M,silver,8483.475,6521.247232500001
150,VietMode UR-03,5,7,L,red,5353.74,4705.93746
151,VietMode RP-11,4,1,XL,yellow,5669.15023255814,4481.46325883721
152,HanoiStreet MA-14,1,2,XL,silver,37.67841650968592,21.754111030359
153,UrbanVN YY-02,2,8,L,pink,3660.198094302554,3166.0713515717093
154,SaigonFlex UC-35,5,4,L,red,10899.88914893617,10354.894691489362
155,NamStyle YY-19,2,8,S,pink,61.5876146969055,36.29046227559733
156,SaigonCore MA-05,1,2,L,red,9553.265217391305,6129.374963478261
157,HanoiStreet YY-09,2,8,S,pink,3261.76588688946,2694.218622570694
158,DragonWear UR-06,5,7,XL,purple,40.67096228171263,24.00372095766753
159,VietMotion RS-07,4,6,L,white,54.332714624212514,33.2334215994955
160,UrbanVN RP-55,4,1,S,red,2026.0782152974505,1593.3079085099146
161,SaigonCore RP-13,4,1,S,white,5217.507931034483,4956.632534482758
162,SaigonCore YY-33,2,8,L,pink,3592.580526315789,3074.171156368421
163,VietMode UE-02,5,5,S,orange,8188.74,4955.825448
164,SaigonFlex UC-18,5,4,M,blue,11516.617241379312,9748.816494827586
165,DragonWear UC-06,5,4,L,white,23.029830867355027,14.651084686631249
166,MekongFit RP-36,4,1,L,red,4610.969999999999,4380.4215
167,VietMode RS-80,4,6,L,orange,18.06404638323212,11.510019389083768
168,SaigonFlex UC-60,5,4,XL,purple,8975.727475247524,5284.908337425743
169,VietMotion UR-16,5,7,M,blue,20.375323878643,12.306665833397906
170,LotusWear UE-75,5,5,L,white,13924.604716981134,13228.374481132076
171,VietMode RP-24,4,1,S,orange,5354.37,5086.6515
172,VietMode RP-77,4,1,M,purple,4230.24,2410.813776
173,SaigonCore YY-51,2,8,S,green,1322.37,1104.311187
174,PhoenixWear UM-14,5,3,XL,blue,7489.429322033899,5615.574105661017
175,UrbanVN UE-11,5,5,XL,black,9008.37,6208.568604000001
176,VietMotion RS-03,4,6,L,red,3778.7642307692304,3589.826019230769
177,LotusWear UR-16,5,7,S,white,7556.85,7036.183035
178,VietMode RS-19,4,6,M,black,16.754167348605755,9.270421085851618
179,SaigonFlex UM-08,5,3,XL,blue,21108.804545454543,18867.04950272728
180,NamStyle YY-26,2,8,XL,purple,3144.3963157894736,2987.1765
181,VietMode RP-33,4,1,M,black,5598.43156996587,3174.870543327645
182,DragonWear UE-09,5,5,M,black,8498.7,8073.765
183,UrbanVN UC-30,5,4,XL,purple,50.54423484959421,32.32978997882029
184,VietMode RP-97,4,1,M,purple,4692.24,4457.628
185,UrbanVN UR-35,5,7,S,orange,44.65281905454065,27.673457177359808
186,VietMode RS-83,4,6,M,purple,5039.37,2724.283422
187,DragonWear UM-39,5,3,S,orange,30.019427445814017,19.258928547891312
188,SaigonFlex UM-14,5,3,M,yellow,20.19065181083324,12.956974396309146
189,UrbanVN UE-21,5,5,M,black,4375.115247148289,4156.359484790874
190,VietMotion UE-11,5,5,M,silver,5033.7,3153.61305
191,HanoiStreet UR-36,5,7,L,red,29.93333491389395,18.23820116798559
192,PhoenixWear UE-14,5,5,M,black,6821.850000000001,5840.86797
193,HanoiStreet UR-31,5,7,M,purple,45.14383029070082,25.52385172770945
194,SaigonFlex UC-84,5,4,XL,yellow,N/A,6509.61927
195,SaigonCore YY-17,2,8,L,orange,4346.37,2195.351487
196,LotusWear UR-20,5,7,S,pink,6826.622727272727,5780.784125454546
197,DragonWear MA-25,1,2,M,purple,36.50593625897967,22.20353271354441
198,VietMotion MA-01,1,2,XL,silver,78.35681785939418,46.38509951496604
199,IndigoViet UM-02,5,3,S,red,14491.708235294118,8826.899486117647
200,VietMode UE-14,5,5,S,white,5416.74,3482.422146
201,VietMode RP-64,4,1,S,orange,3202.949302325581,2647.237598372093
202,UrbanVN MA-13,1,2,S,red,3366.602972136223,3198.272823529412
203,PhoenixWear UE-16,5,5,XL,blue,8504.37,7320.561696000001
204,HanoiStreet RP-16,4,1,S,pink,818.37,554.363838
205,NamStyle YY-15,2,8,S,white,1637.37,870.9171029999999
206,DragonWear UR-35,5,7,S,white,6815.393617021276,3720.523375531915
207,VietMode RS-76,4,6,L,pink,26.302729149478207,14.62524348409405
208,VietMode RP-23,4,1,XL,black,5354.37,2882.257371
209,UrbanVN UE-02,5,5,L,orange,7307.37,5269.344507
210,PhoenixWear UC-02,5,4,S,orange,16.359093790389007,9.137385792326617
211,DragonWear UR-39,5,7,S,pink,43.45991850151962,28.03147873924418
212,VietMode RP-80,4,1,S,pink,4471.74,4248.152999999999
213,UrbanVN RP-43,4,1,S,pink,2865.87,2722.5765
214,MekongFit RP-10,4,1,S,white,1960.245,1605.832704
215,MekongFit RP-19,4,1,M,blue,2834.37,2692.6515
216,VietMode RP-02,4,1,L,red,3195.99,1813.724325
217,SaigonFlex UM-05,5,3,S,red,9886.802879868348,7227.252905183763
218,MekongFit RP-11,4,1,M,purple,3731.974912998976,2473.179774844422
219,UrbanVN YY-05,2,8,M,black,42.8690611240214,25.637871787463048
220,SaigonCore UE-16,5,5,M,black,6970.45695652174,6092.876425695652
221,MekongFit UC-06,5,4,S,white,4808.37,4567.9515
222,SaigonFlex UC-28,5,4,XL,blue,9445.094755700327,8972.84001791531
223,SaigonFlex UC-32,5,4,XL,silver,10134.776887966806,8711.854212896265
224,SaigonCore UE-07,5,5,S,orange,7868.7,5265.73404
225,DragonWear RS-03,4,6,L,red,5039.37,3891.401514
226,VietMode RP-94,4,1,L,orange,4400.339999999999,2938.107018
227,VietMotion RP-13,4,1,S,green,24.40276236039929,14.024831413896305
228,DragonWear RP-20,4,1,M,purple,3779.37,3427.132716
229,LotusWear UM-01,5,3,XL,blue,10136.85,5587.4317200000005
230,HanoiStreet UM-06,5,3,L,orange,4674.7290361445785,4440.992584337349
231,DragonWear UM-16,5,3,M,yellow,10073.7,6682.89258
232,SaigonFlex UC-91,5,4,L,green,17013.896946107783,16163.202098802392
233,DragonWear MA-08,1,2,S,pink,5353.448367952522,3709.404374154303
234,VietMode RP-71,4,1,XL,yellow,3967.74,3426.5402640000007
235,LotusWear RP-05,4,1,M,silver,38.77519960989875,23.59608301764526
236,MekongFit RP-30,4,1,S,white,22.12626746115412,12.439630765339205
237,MekongFit UM-10,5,3,M,blue,7748.37,4407.272856
238,HanoiStreet UM-32,5,3,S,pink,36.07634897741269,20.99193459089709
239,VietMode RS-09,4,6,XL,black,29.73239720311884,18.016788156878903
240,UrbanVN UE-08,5,5,S,pink,59.80908771546647,38.78261788080608
241,VietMotion RP-23,4,1,L,green,3905.37,3541.780053
242,VietMotion UM-08,5,3,M,blue,9638.37,9156.4515
243,VietMotion RP-29,4,1,S,orange,32.25161374327551,20.86489873659447
244,VietMode RP-47,4,1,XL,purple,3716.37,2789.878959
245,LotusWear UE-39,5,5,L,pink,10553.85,5995.642185
246,NamStyle YY-02,2,8,XL,black,2834.37,1825.901154
247,DragonWear UM-32,5,3,M,purple,46.008403472897605,26.13542024368129
248,VietMotion YY-03,2,8,L,white,1618.174864864865,1252.4673454054057
249,HanoiStreet RP-64,4,1,S,green,44.72599379848069,25.661732716905963
250,DragonWear UE-11,5,5,XL,blue,9191.446033810143,8731.873732119637
251,SaigonFlex UC-52,5,4,XL,silver,5610.653125000001,4180.4976434375
252,VietMode MA-16,1,2,S,red,5373.012857142858,5104.362214285715
253,VietMode RP-29,4,1,M,silver,30.01516561307629,18.319602034123964
254,UrbanVN UR-43,5,7,S,red,26.137509924695955,16.67800727967642
255,LotusWear UE-14,5,5,M,blue,8405.192465753425,6159.3250389041095
256,UrbanVN RS-04,4,6,M,purple,1920.87,1824.8265
257,HanoiStreet RP-77,4,1,M,yellow,2708.37,2535.305157
258,SaigonCore YY-48,2,8,M,blue,4462.208709677419,4239.098274193549
259,HanoiStreet UR-24,5,7,L,pink,18.03387644120589,11.712836517062742
260,VietMode RP-15,4,1,XL,blue,29.72683062013232,18.408714277566283
261,BambooCraft UC-10,5,4,XL,black,8630.37,5459.572062000001
262,BambooCraft UC-16,5,4,M,silver,8661.21827586207,4709.104376586208
263,SaigonCore UE-13,5,5,L,pink,8251.727142857142,4414.674021428571
264,HanoiStreet RP-84,4,1,S,green,3338.27,3052.8479150000003
265,LotusWear UC-02,5,4,S,pink,12720.344318181818,12084.327102272728
266,VietMotion UR-25,5,7,L,orange,48.91322908687154,27.403684178663447
267,UrbanVN RP-27,4,1,S,orange,18.33048464860911,11.253304377609716
268,SaigonCore UM-01,5,3,M,yellow,7101.188181818181,6343.491402818181
269,LotusWear UE-30,5,5,M,yellow,40950.0,30319.38
270,SaigonFlex UM-09,5,3,S,white,22378.448212290503,17936.326242150837
271,MekongFit UE-25,5,5,M,yellow,2618.91,2284.475193
272,VietMode RP-08,4,1,S,green,34.10101628332273,21.127172809812297
273,SaigonCore UC-05,5,4,XL,yellow,9443.7,8971.515
274,VietMotion UR-07,5,7,S,white,37.70024303539459,20.75920856103877
275,SaigonFlex UE-22,5,5,L,white,6526.873255813954,5059.632147906977
276,SaigonFlex UM-18,5,3,M,blue,14675.85,10280.432925
277,SaigonFlex UM-00,5,3,XL,purple,8656.966557377049,6242.53858452459
278,SaigonFlex UC-75,5,4,L,red,11122.506,9587.600172
279,VietMode RP-45,4,1,M,blue,11.259872989175507,6.890468405455395
280,DragonWear MA-10,1,2,L,red,8183.699999999999,7774.5149999999985
281,HanoiStreet UR-20,5,7,L,white,77.39037963933177,49.4043613173527
282,VietMode MP-20,1,1,S,orange,5164.74,2973.857292
283,MekongFit UR-12,5,7,XL,purple,5890.312702702703,5044.463798594595
284,HanoiStreet UE-05,5,5,S,green,11024.37,7005.987135000001
285,HanoiStreet UE-15,5,5,L,green,5178.670998573467,4255.831826627675
286,HanoiStreet RS-20,4,6,S,green,4614.077052476704,3811.689053051005
287,UrbanVN UE-04,5,5,S,white,4691.61,4457.0295
288,SaigonFlex UM-46,5,3,M,black,24.20837585679796,14.981117116583182
289,MekongFit RP-58,4,1,S,orange,1422.8740268456374,1014.2246063355705
290,UrbanVN UR-18,5,7,XL,purple,4382.413269230769,3917.000980038461
291,UrbanVN UC-23,5,4,S,pink,7055.37,6285.629133
292,VietMode MA-19,1,2,XL,blue,23.464445533817567,14.611706946740496
293,SaigonFlex UM-64,5,3,XL,yellow,12111.791176470588,8626.017675882353
294,VietMotion MA-17,1,2,XL,blue,10199.7,8504.50986
295,BambooCraft UM-10,5,3,S,orange,15214.602558139535,10097.93171783721
296,BambooCraft UM-14,5,3,S,green,17668.006363636363,16784.606045454544
297,DragonWear RP-14,4,1,XL,yellow,4325.34375,3585.70996875
298,MekongFit UE-31,5,5,XL,purple,3527.37,2364.748848
299,MekongFit UE-23,5,5,XL,silver,5444.799864253394,5172.559871040724
300,VietMode RP-01,4,1,M,yellow,22.090734117325905,12.866937691187092
301,PhoenixWear UC-10,5,4,S,red,5147.283148371532,4889.918990952955
302,DragonWear UM-36,5,3,M,yellow,14767.077006507592,14028.723156182212
303,SaigonFlex UM-63,5,3,L,pink,21423.246923076924,16733.698171615386
304,NamStyle YY-01,2,8,L,red,1889.37,1538.5139909999998
305,VietMode RP-54,4,1,L,orange,4524.5025,4298.277375
306,HanoiStreet UE-29,5,5,S,red,61.92088131636448,39.00925896137887
307,MekongFit UM-11,5,3,L,white,11011.57028818444,8816.96432974928
308,VietMode MP-22,1,1,L,white,5353.74,5086.053
309,SaigonFlex UM-66,5,3,M,black,13863.650487804878,13170.467963414634
310,VietMotion UC-10,5,4,L,orange,25.26022943649214,14.351436261898485
311,VietMotion UR-24,5,7,M,black,25.257807488581232,16.24589276501159
312,DragonWear RS-06,4,6,M,blue,3882.460909090909,3688.337863636363
313,VietMode RS-60,4,6,L,orange,72.66719561257034,40.54912970828431
314,DragonWear UR-29,5,7,L,pink,17.372937016254994,9.586167633175872
315,DragonWear MA-26,1,2,L,green,9437.143228498076,8226.35775228177
316,SaigonFlex UC-42,5,4,M,silver,36.480756727820456,21.977431584878826
317,VietMode RP-07,4,1,XL,purple,4409.278125,2546.799045
318,NamStyle YY-25,2,8,L,white,1321.5873913043476,1255.5080217391303
319,MekongFit UC-01,5,4,XL,yellow,1637.37,1262.248533
320,LotusWear UM-06,5,3,S,pink,7714.35,4099.40559
321,VietMotion YY-21,2,8,S,orange,1233.091907284768,836.5295499019866
322,DragonWear MA-18,1,2,L,pink,4712.703333333333,3098.131171333333
323,SaigonCore UC-07,5,4,M,black,9474.183870967743,7096.16371935484
324,DragonWear UC-05,5,4,M,blue,9191.7,7248.57462
325,SaigonFlex UC-13,5,4,S,pink,10560.816,10032.7752
326,UrbanVN UR-11,5,7,S,pink,15.167650149235683,8.457680206310576
327,PhoenixWear UE-09,5,5,S,green,26.79180128450725,15.05096706786181
328,UrbanVN RP-08,4,1,M,blue,5291.37,3064.232367
329,VietMotion RS-05,4,6,S,orange,56.91443215555931,31.488058589151063
330,HanoiStreet RP-01,4,1,M,blue,1952.0120454545447,1681.8535783636362
331,LotusWear UE-45,5,5,S,white,13905.652816901407,7827.491970633802
332,SaigonFlex UC-38,5,4,M,blue,3743.690322580645,2813.7576464516133
333,LotusWear UE-41,5,5,S,red,52.30694353353064,31.731508497155808
334,LotusWear UR-24,5,7,S,orange,7556.85,4964.094765
335,VietMotion UR-15,5,7,S,orange,22.14458611437045,13.583501751832884
336,SaigonFlex UC-35,5,4,L,red,6934.761627906977,6364.030745930232
337,SaigonFlex UM-52,5,3,XL,silver,18516.81586715867,14254.244854538743
338,UrbanVN RP-03,4,1,S,pink,37.741902504944775,20.9149502570328
339,HanoiStreet RP-46,4,1,L,pink,890.4549377123442,845.9321908267269
340,HanoiStreet RP-04,4,1,S,green,1855.6303211009167,1762.8488050458714
341,UrbanVN MA-10,1,2,M,silver,34.43489498797168,21.192994736606497
342,VietMode MP-23,1,1,XL,purple,29.73856010572593,16.43246386967123
343,DragonWear UE-05,5,5,M,silver,9443.35,8471.629284999999
344,UrbanVN RP-22,4,1,XL,silver,3369.87,2821.255164
345,UrbanVN UR-34,5,7,XL,black,26.46776517089512,16.772658065996215
346,HanoiStreet MA-12,1,2,M,purple,29.504315607680223,17.54297900214996
347,VietMode RP-79,4,1,XL,silver,4471.74,4248.152999999999
348,VietMotion RP-37,4,1,S,red,1070.2073493975904,1005.3527840240964
349,PhoenixWear UC-07,5,4,M,silver,7876.33875,5431.523202
350,MekongFit RP-49,4,1,XL,blue,1792.7023572474377,1145.8953467525623
351,SaigonFlex RS-02,4,6,XL,purple,4595.85,3068.649045
352,PhoenixWear UR-03,5,7,XL,silver,5036.85,4118.12856
353,UrbanVN RS-06,4,6,XL,silver,1972.5575,1723.42348775
354,VietMode RP-04,4,1,S,orange,37.84371220778986,22.49335727343501
355,HanoiStreet UC-37,5,4,L,white,8151.269169550173,6372.662236754326
356,DragonWear MA-37,1,2,M,silver,5449.5,5177.025
357,SaigonFlex UM-83,5,3,L,pink,17103.87,10599.268238999995
358,HanoiStreet UE-38,5,5,M,yellow,34.288801956462315,19.78010355266784
359,BambooCraft UC-18,5,4,XL,yellow,11430.57895522388,10859.050007462683
360,MekongFit RP-15,4,1,M,yellow,1889.37,1137.589677
361,VietMode RP-29,4,1,M,silver,46.891778803111855,29.86492837502126
362,VietMotion UR-20,5,7,M,silver,42.57802195970135,25.72251810512813
363,SaigonFlex UM-98,5,3,M,blue,11636.1,11054.295
364,SaigonCore UE-15,5,5,S,red,17143.7,14587.57433
365,HanoiStreet YY-23,2,8,L,orange,1889.37,1779.7865399999998
366,UrbanVN UC-20,5,4,M,purple,8000.37,7600.3515
367,NamStyle YY-28,2,8,M,silver,2204.37,1660.3314839999998
368,UrbanVN UC-22,5,4,XL,silver,8712.525405405406,7795.096480216216
369,LotusWear UE-88,5,5,XL,silver,9257.85,8448.71391
370,SaigonCore MA-02,1,2,XL,silver,10073.7,7977.363029999999
371,VietMode MP-10,1,1,L,orange,4786.74,3972.515526
372,SaigonFlex UC-58,5,4,M,blue,22.084313317745423,12.489209747825754
373,HanoiStreet UC-53,5,4,L,red,5403.094003466204,3895.0904670987866
374,SaigonCore UM-06,5,3,L,white,38.63377724114878,23.627889604957712
375,HanoiStreet UE-18,5,5,M,yellow,2910.238085106382,1759.82097006383
376,LotusWear UE-71,5,5,L,red,6949.759090909091,6602.271136363636
377,MekongFit UC-29,5,4,XL,silver,3803.996185958254,3196.497995060721
378,HanoiStreet UE-30,5,5,M,black,6299.37,5324.227524
379,HanoiStreet RP-07,4,1,XL,yellow,1259.37,981.552978
380,SaigonCore RP-04,4,1,XL,purple,5398.47,3275.791596
381,MekongFit RP-09,4,1,XL,blue,1960.245,1862.23275
382,VietMode RP-65,4,1,M,blue,3841.74,3307.73814
383,MekongStyle UC-13,5,4,M,black,11954.96320754717,6095.835739528302
384,VietMode MA-14,1,2,L,pink,9764.37,6568.491699
385,DragonWear MA-02,1,2,L,orange,39.062877119540296,22.660232699057364
386,HanoiStreet YY-25,2,8,S,white,55.2059495268955,32.876358297176104
387,HanoiStreet UE-22,5,5,M,blue,4566.493505976096,2456.77350621514
388,VietMode RS-04,4,6,L,green,2847.5427272727275,2029.158947454545
